supplier_item_id,import_batch_id,supplier_name,source_file,source_sheet,source_row_number,supplier_brand_raw,supplier_name_raw,supplier_ori_raw,supplier_cn_raw,supplier_code,quantity_raw,quantity_kg,price_aed,price_usd,normalised_brand,normalised_fragrance_name,normalised_cn_name,candidate_original_brand,candidate_original_name,supplier_clone_name,brand_match_key,fragrance_match_key,cn_match_key,variant_flags,status,review_status,review_priority,commercial_use_basis,source_type,can_promote_to_catalogue,data_quality_notes
SUP-20260426-01596,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1620,KENZO,KENZO JUNGLE,,KENZO JUNGLE,3000394,1.00KG,1.0,275.0,75.0,Kenzo,Kenzo Jungle,Kenzo Jungle,Kenzo,Kenzo Jungle,,KENZO,KENZOJUNGLE,KENZOJUNGLE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01597,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1621,KENZO,KENZO HOMME MARINE,,KENZO HOMME MARINE,3000395,1.00KG,1.0,350.0,96.0,Kenzo,Kenzo Homme Marine,Kenzo Homme Marine,Kenzo,Kenzo Homme Marine,,KENZO,KENZOHOMMEMARINE,KENZOHOMMEMARINE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01598,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1622,KILIAN,ANGEL SHARE ROCK,,ANGEL SHARE ROCK,250271,1.00KG,1.0,850.0,232.0,Kilian,Angel Share Rock,Angel Share Rock,Kilian,Angel Share Rock,,KILIAN,ANGELSHAREROCK,ANGELSHAREROCK,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01599,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1623,KILIAN,STRAIGHT TO HEAVEN,,STRAIGHT TO HEAVEN,250145,1.00KG,1.0,850.0,232.0,Kilian,Straight To Heaven,Straight To Heaven,Kilian,Straight To Heaven,,KILIAN,STRAIGHTTOHEAVEN,STRAIGHTTOHEAVEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01600,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1624,KILIAN,MOONLIGHT IN HEAVEN,,MOONLIGHT IN HEAVEN,240918,1.00KG,1.0,1000.0,273.0,Kilian,Moonlight In Heaven,Moonlight In Heaven,Kilian,Moonlight In Heaven,,KILIAN,MOONLIGHTINHEAVEN,MOONLIGHTINHEAVEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01601,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1625,KILIAN,SINGLE MALT,,SINGLE MALT,240872,1.00KG,1.0,850.0,232.0,Kilian,Single Malt,Single Malt,Kilian,Single Malt,,KILIAN,SINGLEMALT,SINGLEMALT,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01602,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1626,KILIAN,ANGELS SHARE PARADISE,,ANGELS SHARE PARADISE,240822,1.00KG,1.0,1300.0,355.0,Kilian,Angels Share Paradise,Angels Share Paradise,Kilian,Angels Share Paradise,,KILIAN,ANGELSSHAREPARADISE,ANGELSSHAREPARADISE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01603,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1627,KILIAN,PRINCESS,,PRINCESS,240810,1.00KG,1.0,850.0,232.0,Kilian,Princess,Princess,Kilian,Princess,,KILIAN,PRINCESS,PRINCESS,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01604,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1628,KILIAN,SMOKE LIKE HOT,,SMOKE LIKE HOT,240698,1.00KG,1.0,850.0,232.0,Kilian,Smoke Like Hot,Smoke Like Hot,Kilian,Smoke Like Hot,,KILIAN,SMOKELIKEHOT,SMOKELIKEHOT,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01605,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1629,KILIAN,DANGEROUES IN LOVE,,DANGEROUES IN LOVE,240696,1.00KG,1.0,1000.0,273.0,Kilian,Dangeroues In Love,Dangeroues In Love,Kilian,Dangeroues In Love,,KILIAN,DANGEROUESINLOVE,DANGEROUESINLOVE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01606,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1630,KILIAN,OLD FASHOINED TOP,,OLD FASHOINED TOP,240688,1.00KG,1.0,850.0,232.0,Kilian,Old Fashoined Top,Old Fashoined Top,Kilian,Old Fashoined,,KILIAN,OLDFASHOINED,OLDFASHOINEDTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01607,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1631,KILIAN,OLD FASHOINED,,OLD FASHOINED,240523,1.00KG,1.0,700.0,191.0,Kilian,Old Fashoined,Old Fashoined,Kilian,Old Fashoined,,KILIAN,OLDFASHOINED,OLDFASHOINED,duplicate_supplier_code,supplier_imported,needs_verification,High,supplier_source,supplier_source,requires_review,Supplier code appears on more than one row; resolve before import to production.
SUP-20260426-01608,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1632,KILIAN,SUNKISSED GODDESS,,SUNKISSED GODDESS,240383,1.00KG,1.0,900.0,245.0,Kilian,Sunkissed Goddess,Sunkissed Goddess,Kilian,Sunkissed Goddess,,KILIAN,SUNKISSEDGODDESS,SUNKISSEDGODDESS,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01609,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1633,KILIAN,AMBER OUD,LZ,ORIENTAL MELODY,233927,1.00KG,1.0,610.0,167.0,Kilian,Amber OUD,Oriental Melody,Kilian,Amber OUD,Oriental Melody,KILIAN,AMBEROUD,ORIENTALMELODY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01610,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1634,KILIAN,BACK TO BACK,LZ,DEEP SEDUCTION,233663,1.00KG,1.0,550.0,150.0,Kilian,Back To Back,Deep Seduction,Kilian,Back To Back,Deep Seduction,KILIAN,BACKTOBACK,DEEPSEDUCTION,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01611,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1635,KILIAN,BAD BOYS ARE NO GOOD BUT,LZ,LOVE EXPRESSION,353634,1.00KG,1.0,610.0,167.0,Kilian,Bad Boys Are No Good But,Love Expression,Kilian,Bad Boys Are No Good But,Love Expression,KILIAN,BADBOYSARENOGOODBUT,LOVEEXPRESSION,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01612,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1636,KILIAN,DARK LORD,LZ,BLINDFOLDED,343760,1.00KG,1.0,530.0,145.0,Kilian,Dark Lord,Blindfolded,Kilian,Dark Lord,Blindfolded,KILIAN,DARKLORD,BLINDFOLDED,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01613,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1637,KILIAN,DARK LORD,LZ,BLINDFOLDED,343760-B,1.00KG,1.0,350.0,96.0,Kilian,Dark Lord,Blindfolded,Kilian,Dark Lord,Blindfolded,KILIAN,DARKLORD,BLINDFOLDED,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01614,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1638,KILIAN,FORBIDDEN GAMES,LZ,TRIBUTE,342767-A,1.00KG,1.0,390.0,107.0,Kilian,Forbidden Games,Tribute,Kilian,Forbidden Games,Tribute,KILIAN,FORBIDDENGAMES,TRIBUTE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01615,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1639,KILIAN,GOLD KNIGHT,LZ,LANCELOT,461376,1.00KG,1.0,550.0,150.0,Kilian,Gold Knight,Lancelot,Kilian,Gold Knight,Lancelot,KILIAN,GOLDKNIGHT,LANCELOT,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01616,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1640,KILIAN,GOOD GIRL GONE BAD EXTREME,LZ,SECRET SEDUCTION,339378,1.00KG,1.0,550.0,150.0,Kilian,Good Girl Gone Bad Extreme,Secret Seduction,Kilian,Good Girl Gone Bad Extreme,Secret Seduction,KILIAN,GOODGIRLGONEBADEXTREME,SECRETSEDUCTION,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01617,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1641,KILIAN,KILLING ME SLOWLY,LZ,POISONED LOVE,339480,1.00KG,1.0,550.0,150.0,Kilian,Killing Me Slowly,Poisoned Love,Kilian,Killing Me Slowly,Poisoned Love,KILIAN,KILLINGMESLOWLY,POISONEDLOVE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01618,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1642,KILIAN,ROLLING IN LOVE,LZ,TASHKENT MULE,503694,1.00KG,1.0,550.0,150.0,Kilian,Rolling In Love,Tashkent Mule,Kilian,Rolling In Love,Tashkent Mule,KILIAN,ROLLINGINLOVE,TASHKENTMULE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01619,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1644,KILIAN,VODKA ON THE ROCKS,LZ,MOSCOW MULE,461342,1.00KG,1.0,720.0,197.0,Kilian,Vodka On The Rocks,Moscow Mule,Kilian,Vodka On The Rocks,Moscow Mule,KILIAN,VODKAONTHEROCKS,MOSCOWMULE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01620,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1645,KILIAN,WOMAN IN GOLD,LZ,LUXURY LADY,461343,1.00KG,1.0,610.0,167.0,Kilian,Woman In Gold,Luxury Lady,Kilian,Woman In Gold,Luxury Lady,KILIAN,WOMANINGOLD,LUXURYLADY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01621,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1646,KILIAN,WHITE HEAVEN,LZ,KRISTAL,342203,1.00KG,1.0,440.0,120.0,Kilian,White Heaven,Kristal,Kilian,White Heaven,Kristal,KILIAN,WHITEHEAVEN,KRISTAL,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01622,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1647,KILIAN,BAMBOO HARMONY,LZ,LUCKY PANDA,343735,1.00KG,1.0,610.0,167.0,Kilian,Bamboo Harmony,Lucky Panda,Kilian,Bamboo Harmony,Lucky Panda,KILIAN,BAMBOOHARMONY,LUCKYPANDA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01623,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1648,KILIAN,KISSES DON'T LIE,LZ,RUSSIAN EGG,260778,1.00KG,1.0,500.0,137.0,Kilian,Kisses Don't Lie,Russian Egg,Kilian,Kisses Don't Lie,Russian Egg,KILIAN,KISSESDONTLIE,RUSSIANEGG,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01624,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1649,KILIAN,BLACK PHANTHOM TOP,,BLACK PHANTHOM TOP,240627,1.00KG,1.0,1300.0,355.0,Kilian,Black Phanthom Top,Black Phanthom Top,Kilian,Black Phanthom,,KILIAN,BLACKPHANTHOM,BLACKPHANTHOMTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01625,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1650,KILIAN,BLACK PHANTOM MIMENTO MORI,LZ,DARK SKULL,342796,1.00KG,1.0,550.0,150.0,Kilian,Black Phantom Mimento Mori,Dark Skull,Kilian,Black Phantom Mimento Mori,Dark Skull,KILIAN,BLACKPHANTOMMIMENTOMORI,DARKSKULL,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01626,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1651,KILIAN,INTOXICATED TOP,LZ,INTOXICATED TOP,240402,1.00KG,1.0,550.0,150.0,Kilian,Intoxicated Top,Intoxicated Top,Kilian,Intoxicated,Intoxicated Top,KILIAN,INTOXICATED,INTOXICATEDTOP,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01627,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1652,KILIAN,ANGELS SHARE,,ANGELS SHARE,240174,1.00KG,1.0,1100.0,301.0,Kilian,Angels Share,Angels Share,Kilian,Angels Share,,KILIAN,ANGELSSHARE,ANGELSSHARE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01628,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1653,KILIAN,ROSES ON ICE,LZ,SATURDAY NIGHT,339948-A,1.00KG,1.0,500.0,137.0,Kilian,Roses On Ice,Saturday Night,Kilian,Roses On Ice,Saturday Night,KILIAN,ROSESONICE,SATURDAYNIGHT,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01629,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1654,KILIAN,A KISS FROM A ROSE,LZ,RUZHA,233490,1.00KG,1.0,610.0,167.0,Kilian,A Kiss From A Rose,Ruzha,Kilian,A Kiss From A Rose,Ruzha,KILIAN,AKISSFROMAROSE,RUZHA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01630,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1655,KILIAN,LIGHT MY FIRE,LZ,LIHTAR,680229,1.00KG,1.0,550.0,150.0,Kilian,Light My Fire,Lihtar,Kilian,Light My Fire,Lihtar,KILIAN,LIGHTMYFIRE,LIHTAR,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01631,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1656,KILIAN,STRAIGHT TO HEAVEN OUD AND,LZ,DIAMOND BLEND,343902,1.00KG,1.0,940.0,257.0,Kilian,Straight To Heaven OUD And,Diamond Blend,Kilian,Straight To Heaven OUD And,Diamond Blend,KILIAN,STRAIGHTTOHEAVENOUDAND,DIAMONDBLEND,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01632,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1657,KILIAN,PERAL OUD,LZ,AMA,343921,1.00KG,1.0,610.0,167.0,Kilian,Peral OUD,Ama,Kilian,Peral OUD,Ama,KILIAN,PERALOUD,AMA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01633,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1658,KILIAN,ROYAL LEATHER,LZ,GLOG,233521,1.00KG,1.0,610.0,167.0,Kilian,Royal Leather,Glog,Kilian,Royal Leather,Glog,KILIAN,ROYALLEATHER,GLOG,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01634,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1659,KILIAN,PLAYING WITH THE DEVIL TOP,,PLAYING WITH THE DEVIL TOP,240428,1.00KG,1.0,900.0,245.0,Kilian,Playing With The Devil Top,Playing With The Devil Top,Kilian,Playing With The Devil,,KILIAN,PLAYINGWITHTHEDEVIL,PLAYINGWITHTHEDEVILTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01635,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1660,KILIAN,MUSK BUTTERFLY,LZ,TOUCH OF FEELING,354111,1.00KG,1.0,750.0,205.0,Kilian,Musk Butterfly,Touch Of Feeling,Kilian,Musk Butterfly,Touch Of Feeling,KILIAN,MUSKBUTTERFLY,TOUCHOFFEELING,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01636,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1661,KILIAN,MUSK BUTTERFLY TOP,LZ,TOUCH OF FEELING,354111-T,1.00KG,1.0,1100.0,301.0,Kilian,Musk Butterfly Top,Touch Of Feeling,Kilian,Musk Butterfly,Touch Of Feeling,KILIAN,MUSKBUTTERFLY,TOUCHOFFEELING,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01637,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1662,KILIAN,LOVE DON'T BE SHY -ROSE & OUD,LZ,THE LANGUAGE OF LOVE,700989,1.00KG,1.0,1300.0,355.0,Kilian,Love Don't Be Shy -rose & OUD,The Language Of Love,Kilian,Love Don't Be Shy -rose & OUD,The Language Of Love,KILIAN,LOVEDONTBESHYROSEOUD,THELANGUAGEOFLOVE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01638,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1663,KILIAN,CAN'T STOP LOVING YOU,LZ,AL WAYS IN MY MIND,354275,1.00KG,1.0,950.0,260.0,Kilian,Can't Stop Loving You,Al Ways In My Mind,Kilian,Can't Stop Loving You,Al Ways In My Mind,KILIAN,CANTSTOPLOVINGYOU,ALWAYSINMYMIND,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01639,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1664,KILIAN,CAN'T STOP LOVING YOU,LZ,AL WAYS IN MY MIND,354275-A,1.00KG,1.0,700.0,191.0,Kilian,Can't Stop Loving You,Al Ways In My Mind,Kilian,Can't Stop Loving You,Al Ways In My Mind,KILIAN,CANTSTOPLOVINGYOU,ALWAYSINMYMIND,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-01640,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1665,KILIAN,BLUE MOON GINGER DASH TOP,LZ,BEACH NIGHT,336349-T,1.00KG,1.0,940.0,257.0,Kilian,Blue Moon Ginger Dash Top,Beach Night,Kilian,Blue Moon Ginger Dash,Beach Night,KILIAN,BLUEMOONGINGERDASH,BEACHNIGHT,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01641,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1666,KILIAN,SMOKING HOT,,SMOKING HOT,240122,1.00KG,1.0,1200.0,327.0,Kilian,Smoking Hot,Smoking Hot,Kilian,Smoking Hot,,KILIAN,SMOKINGHOT,SMOKINGHOT,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01642,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1667,KILIAN,GOLD OUD KILIAN,,GOLD OUD KILIAN,3000396,1.00KG,1.0,310.0,85.0,Kilian,Gold OUD Kilian,Gold OUD Kilian,Kilian,Gold OUD Kilian,,KILIAN,GOLDOUDKILIAN,GOLDOUDKILIAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01643,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1668,KILIAN,GOOD GIRL GONE BAD TOP,,GOOD GIRL GONE BAD,240098,1.00KG,1.0,950.0,260.0,Kilian,Good Girl Gone Bad Top,Good Girl Gone Bad,Kilian,Good Girl Gone Bad,Good Girl Gone Bad,KILIAN,GOODGIRLGONEBAD,GOODGIRLGONEBAD,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-01644,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1669,KILIAN,LOVE DON'T SHY AMBER & OUD,,LOVE DON'T SHY AMBER & OUD,3000397,1.00KG,1.0,370.0,101.0,Kilian,Love Don't Shy Amber & OUD,Love Don't Shy Amber & OUD,Kilian,Love Don't Shy Amber & OUD,,KILIAN,LOVEDONTSHYAMBEROUD,LOVEDONTSHYAMBEROUD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-01645,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,1670,KILLAN,L'HEURE VERTE,LZ,WORLD OF WONDERS,702860,1.00KG,1.0,1000.0,273.0,Killan,L'heure Verte,World Of Wonders,Killan,L'heure Verte,World Of Wonders,KILLAN,LHEUREVERTE,WORLDOFWONDERS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
